,molecule_chembl_id,canonical_smiles,standard_value
4078,CHEMBL2346797,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)c2n[nH]c(=O)[nH]2)=N1,3370.0
4079,CHEMBL2346796,CC1(C)Cc2cc(Cl)ccc2C(N[C@@H](Cc2ccccc2)c2noc(=O)[nH]2)=N1,750.0
4080,CHEMBL2346795,Cc1ccnc(C(Cc2ccccc2)NC2=NC(C)(C)Cc3cc(Cl)ccc32)n1,250000.0
4081,CHEMBL2346794,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)c2ncccn2)=N1,137100.0
4082,CHEMBL2346793,Cc1nnc(C(Cc2ccccc2)NC2=NC(C)(C)Cc3cc(Cl)ccc32)o1,339700.0
4083,CHEMBL2346792,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)c2nnco2)=N1,184900.0
4084,CHEMBL2346791,CC1(C)Cc2ccccc2C(NC(Cc2ccccc2)c2nnn[nH]2)=N1,638600.0
4085,CHEMBL2346790,CC1(C)Cc2cc(Cl)ccc2C(N[C@@H](Cc2ccccc2)C(=O)O)=N1,2840.0
4086,CHEMBL2346789,Cc1ccc2c(c1)CC(C)(C)N=C2N[C@@H](Cc1ccccc1)C(=O)O,5410.0
4087,CHEMBL2136098,CC1(C)Cc2ccccc2C(NC(Cc2ccccc2)C(=O)O)=N1,27200.0
4088,CHEMBL2347190,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)OCC3(F)F)c2)nc1,400.0
4089,CHEMBL2347189,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O[C@@H](C(F)(F)F)[C@@H]1F,150.0
4090,CHEMBL2347188,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O[C@H](C(F)(F)F)[C@@H]1F,10.0
4091,CHEMBL2347187,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,13.0
4092,CHEMBL2347186,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)OC[C@@H]3F)c2)nc1,25.0
4093,CHEMBL2347208,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,2.0
4094,CHEMBL2347207,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C[C@H](C(F)(F)F)OC(N)=N1,230.0
4095,CHEMBL2347206,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)CCOC(N)=N3)c2)nc1,9.0
4096,CHEMBL2347205,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OC[C@H]1F,27.0
4097,CHEMBL2347204,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OC[C@@H]1F,1.0
4098,CHEMBL2347203,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CCOC(N)=N1,14.0
4099,CHEMBL2347202,C[C@]1(c2cc(NC(=O)c3nn(C(F)F)cc3Cl)ccc2F)N=C(N)OCC1(F)F,13.0
4100,CHEMBL2347201,C[C@]1(c2cc(NC(=O)c3ccn(C(F)F)n3)ccc2F)N=C(N)OCC1(F)F,17.0
4101,CHEMBL2347200,Cn1cc(Cl)c(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)c2)n1,131.0
4102,CHEMBL2347199,Cn1ccc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)c2)n1,110.0
4103,CHEMBL2347198,CC#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)c2)cn1,1.0
4104,CHEMBL2347197,C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)c2)cn1,1.0
4105,CHEMBL2347196,C[C@]1(c2cc(NC(=O)c3cnc(OCC(F)(F)F)cn3)ccc2F)N=C(N)OCC1(F)F,110.0
4106,CHEMBL2347195,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)c2)cn1,22.0
4107,CHEMBL2347194,C[C@]1(c2cc(NC(=O)c3ncc(Cl)cn3)ccc2F)N=C(N)OCC1(F)F,23.0
4108,CHEMBL2347193,C[C@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)N=C(N)OCC1(F)F,13.0
4109,CHEMBL2347192,Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)OCC2(F)F)c1,16.0
4110,CHEMBL2347191,C[C@]1(c2cc(NC(=O)c3ccc(OCC(F)(F)C(F)F)cn3)ccc2F)N=C(N)OCC1(F)F,100.0
4111,CHEMBL2347368,C[C@]1(c2cc(NC(=O)c3ccc(OCC(F)(F)F)cn3)ccc2F)N=C(N)OCC1(F)F,290.0
4112,CHEMBL2347367,CCOc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)c2)nc1,480.0
4113,CHEMBL2347366,C[C@]1(c2cc(NC(=O)c3ccc(OC(F)(F)F)cn3)ccc2F)N=C(N)OCC1(F)F,54.0
4114,CHEMBL2347365,COc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)c2)nc1,61.0
4115,CHEMBL2347364,C#Cc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)c2)nc1,24.0
4116,CHEMBL2347363,Cc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)c2)nc1,87.0
4117,CHEMBL2347215,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OCC1(F)F,21.0
4118,CHEMBL2347214,C[C@]1(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)N=C(N)OCC1(F)F,13.0
4119,CHEMBL2347213,C[C@]1(c2cc(NC(=O)c3ccccn3)ccc2F)N=C(N)OCC1(F)F,230.0
4120,CHEMBL2347212,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)SCC1(F)F,4.0
4121,CHEMBL2347211,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCSC(N)=N1,1.0
4122,CHEMBL2347210,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)OCC1(F)F,17.0
4123,CHEMBL2347209,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCOC(N)=N1,10.0
4160,CHEMBL2347369,COc1ccc(C2(C)CCSC(N)=N2)cc1.Cl,41200.0
4162,CHEMBL2347883,O=C(Nc1cc(Br)ccc1N1CCN(C(=O)c2cccs2)CC1)c1cc2ccccc2o/c1=N\c1ccccc1,3550.0
4163,CHEMBL2347882,O=C(Nc1cc(Br)ccc1N1CCN(C(=O)c2ccco2)CC1)c1cc2ccccc2o/c1=N\c1ccccc1,741.0
4164,CHEMBL2347881,O=C(Nc1cc(Br)ccc1N1CCN(C(=O)c2cccc([N+](=O)[O-])c2)CC1)c1cc2ccccc2o/c1=N\c1ccccc1,26430.0
4165,CHEMBL2347880,COc1ccccc1C(=O)N1CCN(c2ccc(Br)cc2NC(=O)c2cc3ccccc3o/c2=N\c2ccccc2)CC1,25740.0
4166,CHEMBL2347879,COc1ccc(C(=O)N2CCN(c3ccc(Br)cc3NC(=O)c3cc4ccccc4o/c3=N\c3ccccc3)CC2)cc1,10000.0
4167,CHEMBL2347878,O=C(Nc1cc(Br)ccc1N1CCN(C(=O)c2cccc(Cl)c2)CC1)c1cc2ccccc2o/c1=N\c1ccccc1,10000.0
4168,CHEMBL2347877,O=C(Nc1cc(Br)ccc1N1CCN(CCc2cc3ccccc3[nH]2)CC1)c1cc2ccccc2o/c1=N\c1ccccc1,928.0
4169,CHEMBL2347876,O=C(Nc1cc(Br)ccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1)c1cc2ccccc2o/c1=N\c1ccccc1,854.0
4170,CHEMBL2347875,O=C(Nc1cc(Br)ccc1N1CCN(CCCN2C(=O)c3ccccc3C2=O)CC1)c1cc2ccccc2o/c1=N\c1ccccc1,326.0
4171,CHEMBL2347874,O=C(Nc1cc(Br)ccc1N1CCN(CCN2C(=O)c3ccccc3C2=O)CC1)c1cc2ccccc2o/c1=N\c1ccccc1,98.0
4172,CHEMBL2347873,COc1ccc(CN2CCN(c3ccc(Br)cc3NC(=O)c3cc4ccccc4o/c3=N\c3ccccc3)CC2)cc1,578.0
4173,CHEMBL2347872,N#Cc1cccc(CN2CCN(c3ccc(Br)cc3NC(=O)c3cc4ccccc4o/c3=N\c3ccccc3)CC2)c1,119.0
4174,CHEMBL2347871,N#CCCCN1CCN(c2ccc(Br)cc2NC(=O)c2cc3ccccc3o/c2=N\c2ccccc2)CC1,10000.0
4175,CHEMBL2347870,O=C(Nc1cc(Br)ccc1N1CCN(CCO)CC1)c1cc2ccccc2o/c1=N\c1ccccc1,849.0
4176,CHEMBL2347869,O=C(Nc1cc(Br)ccc1N1CCNCC1)c1cc2ccccc2o/c1=N\c1ccccc1,9267.0
4177,CHEMBL2347868,COc1cccc2cc(C(=O)Nc3cc(Br)ccc3N3CCN(Cc4ccccc4)CC3)/c(=N/c3ccccc3)oc12,10000.0
4178,CHEMBL2346677,CC(C)(C)OC(=O)N1CCN(c2ccc(Br)cc2NC(=O)c2cc3ccccc3o/c2=N\c2ccccc2)CC1,9810.0
4179,CHEMBL2347867,O=C(Nc1cc(Br)ccc1N1CCN(Cc2ccccc2)CC1)c1cc2ccccc2o/c1=N\c1ccccc1,503.0
4180,CHEMBL2347866,COc1cccc2cc(C(=O)Nc3cc(Br)ccc3N3CCN(Cc4ccccc4)CC3)c(=N)oc12,10000.0
4181,CHEMBL2347865,CC(C)(C)OC(=O)N1CCN(c2ccc(Br)cc2NC(=O)c2cc3ccccc3oc2=N)CC1,10000.0
4182,CHEMBL2347864,N=c1oc2ccccc2cc1C(=O)Nc1cc(Br)ccc1N1CCN(Cc2ccccc2)CC1,1216.0
4183,CHEMBL2380822,CCCc1scc(-c2cn[nH]c2)c1CC(NC1=NC(C)(C)Cc2cc(Cl)ccc21)c1nccc(=O)[nH]1,40000.0
4184,CHEMBL2380821,CCCc1scc(-c2cn[nH]c2)c1CC(NC1=NC(C)(C)Cc2cc(Cl)ccc21)C(=O)O,400.0
4187,CHEMBL2380820,CC#Cc1cscc1CC(NC1=NC(C)(C)Cc2cc(Cl)ccc21)C(=O)O,510.0
4188,CHEMBL2380819,C#Cc1cscc1CC(NC1=NC(C)(C)Cc2cc(Cl)ccc21)C(=O)O,760.0
4189,CHEMBL2380818,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2cscc2C2CC2)C(=O)O)=N1,2430.0
4190,CHEMBL2380817,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2cscc2CCC2CC2)C(=O)O)=N1,570.0
4191,CHEMBL2380816,CCCc1cscc1CC(NC1=NC(C)(C)Cc2cc(Cl)ccc21)C(=O)O,610.0
4192,CHEMBL2380815,CCc1cscc1CC(NC1=NC(C)(C)Cc2cc(Cl)ccc21)C(=O)O,630.0
4193,CHEMBL2380814,Cn1cc(-c2cscc2CC(NC2=NC(C)(C)Cc3cc(Cl)ccc32)C(=O)O)cn1,1090.0
4194,CHEMBL2380813,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2cscc2-c2cn[nH]c2)C(=O)O)=N1,450.0
4195,CHEMBL2380812,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2cscc2-c2cc[nH]n2)C(=O)O)=N1,1260.0
4196,CHEMBL2380811,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2cscc2-c2ncco2)C(=O)O)=N1,820.0
4197,CHEMBL2380810,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2cscc2-c2ccncc2)C(=O)O)=N1,1850.0
4198,CHEMBL2380809,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2sccc2Br)C(=O)O)=N1,710.0
4199,CHEMBL2380808,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccsc2Br)C(=O)O)=N1,9500.0
4200,CHEMBL2380807,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2cscc2Br)C(=O)O)=N1,310.0
4201,CHEMBL2380806,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccsc2)C(=O)O)=N1,2900.0
4202,CHEMBL2380805,CC1(C)Cc2cc(Cl)ccc2C(N[C@H](Cc2ccccc2)C(=O)O)=N1,263800.0
4203,CHEMBL2381577,Cn1c(N)nc(CCc2cccc(CCc3ccccc3)c2)cc1=O,200000.0
4204,CHEMBL2381576,COc1cccc(CCc2cccc([C@@H]3C[C@@H]3c3cc(=O)n(C)c(N)n3)c2)c1,100000.0
4205,CHEMBL2381575,Cc1ccc(CCc2cccc([C@@H]3C[C@@H]3c3cc(=O)n(C)c(N)n3)c2)cc1,200000.0
4206,CHEMBL2381574,Cc1cccc(CCc2cccc([C@@H]3C[C@@H]3c3cc(=O)n(C)c(N)n3)c2)c1,200000.0
4207,CHEMBL2381573,Cc1ccccc1CCc1cccc([C@@H]2C[C@@H]2c2cc(=O)n(C)c(N)n2)c1,120000.0
4208,CHEMBL2381572,Cn1c(N)nc([C@H]2C[C@H]2c2cccc(C#Cc3ccccc3)c2)cc1=O,200000.0
4209,CHEMBL2381682,Cn1c(N)nc([C@H]2C[C@H]2c2cccc(/C=C/c3ccccc3)c2)cc1=O,200000.0
4210,CHEMBL2381681,Cn1c(N)nc([C@H]2C[C@H]2c2cccc(CCCc3ccccc3)c2)cc1=O,200000.0
4211,CHEMBL2381680,Cn1c(N)nc([C@H]2C[C@H]2c2cccc(CCc3ccccc3)c2)cc1=O,22200.0
4212,CHEMBL2381679,Cn1c(N)nc([C@H]2C[C@H]2c2cccc(Cc3ccccc3)c2)cc1=O,200000.0
4213,CHEMBL2381678,COc1cncc(-c2cccc([C@@H]3C[C@@H]3c3cc(=O)n(C)c(N)n3)c2)n1,84900.0
4214,CHEMBL2381677,COc1ccc(-c2cccc([C@@H]3C[C@@H]3c3cc(=O)n(C)c(N)n3)c2)cc1,30800.0
4215,CHEMBL2381676,Cn1c(N)nc([C@H]2C[C@H]2c2cccc(-c3cccc(F)c3)c2)cc1=O,72400.0
4216,CHEMBL2381675,Cn1c(N)nc([C@H]2C[C@H]2c2cccc(-c3cccc(N)c3)c2)cc1=O,200000.0
4217,CHEMBL2381581,CN(C)c1cccc(-c2cccc([C@@H]3C[C@@H]3c3cc(=O)n(C)c(N)n3)c2)c1,200000.0
4218,CHEMBL2381580,CSc1cccc(-c2cccc([C@@H]3C[C@@H]3c3cc(=O)n(C)c(N)n3)c2)c1,47500.0
4219,CHEMBL2381579,Cc1cccc(-c2cccc([C@@H]3C[C@@H]3c3cc(=O)n(C)c(N)n3)c2)c1,74900.0
4220,CHEMBL2381578,CCOc1cccc(-c2cccc([C@@H]3C[C@@H]3c3cc(=O)n(C)c(N)n3)c2)c1,39400.0
4222,CHEMBL2380439,CCC1(c2cccc(-c3cncnc3)c2)N=C(N)c2ccccc2O1,100000.0
4223,CHEMBL2380459,COc1ccc(C2(c3cccc(-c4cccnc4)c3)CC(OC)C(N)=N2)cc1,40000.0
4225,CHEMBL2380441,CC1(c2cccc(-c3cccnc3)c2)N=C(N)c2c(F)cccc2O1,32000.0
4226,CHEMBL2380440,CC1(c2cccc(-c3cncnc3)c2)N=C(N)c2c(F)cccc2O1,32000.0
4227,CHEMBL2380438,CC1(c2cccc(-c3cccnc3)c2)N=C(N)c2ccccc2O1,25000.0
4229,CHEMBL2380457,COc1cccc(-c2cccc(C3(C)N=C(N)CN3C(C)=O)c2)c1,20000.0
4230,CHEMBL2380453,C[C@]1(c2cccc(-c3cncc(F)c3)c2)N=C(N)[C@H]2CCCCN21,16000.0
4231,CHEMBL2380461,CC1(c2cccc(-c3cncnc3)c2)N=C(N)c2ccccc2O1,16000.0
4233,CHEMBL2380443,COc1cccc(-c2cccc(C3(C)N=C(N)CCO3)c2)c1,10000.0
4234,CHEMBL2380442,CC1(c2cccc(-c3cncnc3)c2)N=C(N)c2ccccc2S1,10000.0
4235,CHEMBL2380458,COc1ccc(C2(c3cccc(-c4cncnc4)c3)CCC(N)=N2)cc1,7900.0
4236,CHEMBL2380454,COc1cccc(-c2cccc(C3(C)N=C(N)CS3)c2)c1,7900.0
4237,CHEMBL2380444,CC1(c2cccc(-c3cccc(Cl)c3)c2)N=C(N)CCO1,6300.0
4239,CHEMBL2380452,C[C@]1(c2cccc(-c3cncc(F)c3)c2)N=C(N)[C@@H]2CCCCN21,4000.0
4243,CHEMBL2380447,COc1cccc(-c2cccc(C3(C)COCC(N)=N3)c2)c1,3200.0
4244,CHEMBL2380456,COc1cccc(-c2cccc(C3(c4ccncc4)N=C(N)CS3)c2)c1,2500.0
4247,CHEMBL2380449,COc1cccc(-c2cccc(C3(C)CCSC(N)=N3)c2)c1,2000.0
4248,CHEMBL2380448,COc1cccc(-c2cccc(C3(C)CSCC(N)=N3)c2)c1,2000.0
4251,CHEMBL2380445,CC1(c2cccc(-c3cncnc3)c2)N=C(N)CCS1,1000.0
4253,CHEMBL2380451,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)n3nc(C)cc32)cc1,790.0
4255,CHEMBL2380455,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)CS2)cc1,790.0
4258,CHEMBL2380450,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3nc(C)sc32)cc1,630.0
4259,CHEMBL2380446,COc1cccc(-c2cccc(C3(C)N=C(N)CCS3)c2)c1,630.0
4275,CHEMBL2386726,C[C@]1(c2nc(NC(=O)c3nn(C(F)F)cc3Cl)ccc2F)N=C(N)OCC1(F)F,19.0
4276,CHEMBL2386725,C[C@]1(c2nc(NC(=O)c3ncc(OCC(F)F)nc3N)ccc2F)N=C(N)OCC1(F)F,830.0
4277,CHEMBL2386724,C[C@]1(c2nc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)N=C(N)OCC1(F)F,18.0
4278,CHEMBL2386723,C[C@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)N=C(N)OCC1(F)F,35.0
4279,CHEMBL2386722,COCC[C@]1(c2nc(NC(=O)c3ncc(C#N)cc3C)ccc2F)N=C(N)OCC1(F)F,100.0
4280,CHEMBL2386721,CC1(C)OC(N)=N[C@](C)(c2nc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)C1(F)F,29.0
4281,CHEMBL2386720,C[C@]1(c2nc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)N=C(N)OCC1(F)F,12.0
4282,CHEMBL2386719,C[C@]1(c2nc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OCC1(F)F,12.0
4283,CHEMBL2365642,COc1ccc(C2(C)CCSC(N)=N2)cc1,41200.0
4284,CHEMBL2403763,NC1=NC2(CCc3ccc(NC(=O)c4ccc(Cl)cn4)cc32)CO1,10780.0
4285,CHEMBL2403760,CC1(c2cccc(NC(=O)c3ccccn3)c2)CSC(N)=N1,8980.0
4286,CHEMBL2403764,NC1=NC2(CCc3ccc(NC(=O)c4ccc(Cl)cn4)cc32)CS1,4000.0
4287,CHEMBL2403759,C[C@@]1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)COC(N)=N1,2020.0
4291,CHEMBL2403761,CN1C(=O)C(C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)N=C1N,1020.0
4292,CHEMBL2403771,NC1=NC2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)CC2CS1,760.0
4293,CHEMBL2403762,C[C@]1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)N=C(N)c2ccccc21,550.0
4295,CHEMBL2403779,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(Cl)cn4)ccc3F)C[C@H]2COC1,370.0
4302,CHEMBL2403775,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)c2ccccc2O1,120.0
4303,CHEMBL2403773,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C[C@@H]2C[C@@H]2C(N)=N1,96.0
4306,CHEMBL2403774,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)Cc2ccccc2C(N)=N1,61.0
4307,CHEMBL2403778,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)COCCC(N)=N1,46.0
4308,CHEMBL2403770,C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)COCC(N)=N1,45.0
4309,CHEMBL2403768,C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)CCOC(N)=N1,39.0
4310,CHEMBL2403767,CN1CC(N)=NC(C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)C1,37.0
4313,CHEMBL2403772,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCC2(CC2)C(N)=N1,31.0
4314,CHEMBL2403769,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)COCC(N)=N1,31.0
4317,CHEMBL2403777,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCOCC(N)=N1,23.0
4319,CHEMBL2403765,CN1C(=O)C[C@@](C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)N=C1N,15.0
4320,CHEMBL2403776,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCCOC(N)=N1,14.0
4321,CHEMBL2403766,CN1CC[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C1N,12.0
4332,CHEMBL2407492,CC(C)(C)Cc1cnc2c(c1)[C@@H](NC[C@@H](O)[C@@H]1Cc3cccc(c3)CCCn3cc(ccc3=O)C(=O)N1)CC1(CCC1)O2,7.8
4333,CHEMBL2407491,CC(C)(C)Cc1cnc2c(c1)[C@@H](NC[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCn3cc(ccc3=O)C(=O)N1)CC1(CCC1)O2,5.1
4334,CHEMBL2407490,CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCn3cc(cc(N4CCCC4)c3=O)C(=O)N1)CC1(CCC1)O2,2.0
4335,CHEMBL2407489,CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCn3cc(cc(-c4ccccn4)c3=O)C(=O)N1)CC1(CCC1)O2,14.0
4336,CHEMBL2407488,CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCn3cc(ccc3=O)C(=O)N1)CC1(CCC1)O2,54.0
4337,CHEMBL2407487,CC(C)(C)Cc1cnc2c(c1)[C@@H](NC[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCCCC(=O)N1)CC1(CCC1)O2,5.9
4338,CHEMBL2407345,CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCCCCC(=O)N1)CC1(CCC1)O2,960.0
4339,CHEMBL2407344,CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCCCC(=O)N1)CC1(CCC1)O2,58.0
4340,CHEMBL2407343,CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCCC(=O)N1)CC1(CCC1)O2,250.0
4341,CHEMBL2407342,C=CCc1cccc(C[C@H](NC(=O)c2cc(N3CCCC3)c(=O)n(CC=C)c2)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ccc(CC)cc32)c1,85.0
4342,CHEMBL2407341,C=CCc1cccc(C[C@H](NC(=O)c2cc(-c3ccccn3)c(=O)n(CC=C)c2)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ccc(CC)cc32)c1,210.0
4343,CHEMBL2407340,C=CCc1cccc(C[C@H](NC(=O)c2cc(Br)c(=O)n(CC=C)c2)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ccc(CC)cc32)c1,170.0
4344,CHEMBL2407339,C=CCCCC(=O)N[C@@H](Cc1cccc(CC=C)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,66.0
4345,CHEMBL2407338,C=CCCCCC(=O)N[C@@H](Cc1cccc(CC=C)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ccc(CC)cc21,10000.0
4346,CHEMBL2407496,C=CCCCC(=O)N[C@@H](Cc1cccc(CC=C)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ccc(CC)cc21,810.0
4347,CHEMBL2407495,C=CCCC(=O)N[C@@H](Cc1cccc(CC=C)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ccc(CC)cc21,1500.0
4348,CHEMBL2407494,O=C(N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(C(F)(F)F)c1)c1cc(N2CCCC2=O)c(=O)n(C2CCCC2)c1,210.0
4360,CHEMBL2407493,O=C1CCCCOc2cc(F)cc(c2)C[C@@H]([C@H](O)CNCc2cccc(C(F)(F)F)c2)NC(=O)CN1,50000.0
4369,CHEMBL2408785,CC#Cc1cncc(-c2ccc3c(c2)C2(C=C(F)C(N)=N2)[C@]2(CC[C@@H](OC)CC2)C3)c1,258.0
4370,CHEMBL2408784,CC1(C)Cc2ccc(-c3cncnc3)cc2C12C=C(F)C(N)=N2,3790.0
4371,CHEMBL2408786,CC#Cc1cncc(-c2ccc3c(c2)C2(C=C(F)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,18.0
4375,CHEMBL2408787,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cncnc3)cc1C21C=C(F)C(N)=N1,1.1
4377,CHEMBL2408754,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CC2(COC2)Oc2ccc(CC(C)(C)C)cc21,27105.0
4378,CHEMBL2408738,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1COCc2ccc(CC(C)(C)C)cc21,19700.0
4379,CHEMBL2408761,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCCc2ccc(Cc3ccccc3)cc21,4705.0
4380,CHEMBL2408748,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCOc2ccc(OC3CCCO3)cc21,1325.0
4381,CHEMBL2408745,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCOc2ccc(CC(C)(C)C(F)F)cc21,1300.0
4382,CHEMBL2408749,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCOc2ccc(OC3CCOC3)cc21,858.0
4383,CHEMBL2408759,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CC(C)(C)Oc2ccc(OC(C)(C)C)cc21,690.0
4384,CHEMBL2408736,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCN(C)c2ccc(CC(C)(C)C)cc21,643.0
4385,CHEMBL2408763,CCCCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(C)=O)CCC2,574.0
4386,CHEMBL2408762,CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(C)=O)CCC2,538.0
